txn_id,customer_id,amount,txn_date,txn_type
51262,10012,203.3,2025-07-16,credit
51263,10406,77.3,2026-01-15,debit
51264,10401,19.64,2024-12-07,debit
51265,10394,111.41,2024-06-05,debit
51266,10374,27.57,2024-10-18,debit
51267,10193,589.86,2025-12-24,debit
51268,10022,128.94,2024-12-26,debit
51269,10474,76.33,2026-03-05,debit
51270,10120,290.75,2025-03-25,debit
51271,10210,137.81,2025-08-19,credit
51272,10306,74.22,2026-01-08,debit
51273,10270,334.23,2025-03-08,credit
51274,10192,403.71,2025-05-29,debit
51275,10175,223.56,2024-05-22,debit
51276,10285,9.62,2024-08-11,debit
51277,10204,167.09,2026-02-23,debit
51278,10164,288.19,2025-05-02,debit
51279,10251,29.35,2025-08-21,credit
51280,10227,51.93,2024-04-17,credit
51281,10436,428.26,2026-01-22,debit
51282,10381,4.07,2024-10-27,debit
51283,10460,279.45,2025-03-12,credit
51284,10007,128.4,2025-09-14,debit
51285,10029,118.4,2024-04-01,debit
51286,10395,1.42,2025-08-01,credit
51287,10033,342.29,2024-12-03,credit
51288,10134,89.2,2024-10-26,debit
51289,10367,155.64,2026-03-17,debit
51290,10079,226.21,2026-03-04,debit
51291,10416,242.56,2024-10-06,credit
51292,10435,624.62,2024-05-03,credit
51293,10459,151.58,2024-09-23,debit
51294,10058,102.07,2024-12-27,credit
51295,10471,614.54,2026-03-19,credit
51296,10026,205.51,2026-03-12,debit
51297,10482,70.81,2026-02-07,credit
51298,10430,27.04,2026-02-10,debit
51299,10226,369.74,2024-08-30,debit
51300,10285,89.94,2024-11-23,debit
51301,10004,216.04,2024-12-31,credit
51302,10465,127.28,2024-06-27,debit
51303,10099,44.36,2025-09-03,debit
51304,10397,184.1,2025-04-03,credit
51305,10489,12.52,2025-07-27,debit
51306,10039,106.66,2025-12-16,credit
51307,10271,158.2,2025-08-02,debit
51308,10375,114.56,2025-01-18,debit
51309,10285,276.2,2025-05-11,debit
51310,10157,351.96,2025-01-24,credit
51311,10075,295.02,2024-11-02,debit
51312,10372,7.92,2025-06-04,debit
51313,10288,43.17,2025-02-10,credit
51314,10130,153.84,2024-06-23,debit
51315,10175,546.13,2025-07-08,credit
51316,10462,360.31,2025-05-17,credit
51317,10084,369.71,2025-08-01,debit
51318,10022,72.25,2024-08-13,debit
51319,10459,112.23,2024-06-27,debit
51320,10027,127.24,2025-08-04,debit
51321,10195,34.25,2026-01-04,credit
51322,10337,6.31,2026-01-12,credit
51323,10382,587.13,2025-01-27,debit
51324,10236,55.07,2026-01-12,debit
51325,10440,54.87,2025-10-02,debit
51326,10092,17.41,2025-07-11,debit
51327,10477,527.63,2025-05-05,debit
51328,10021,173.37,2024-07-12,debit
51329,10303,219.94,2024-05-07,debit
51330,10464,485.12,2025-04-12,debit
51331,10357,84.81,2025-08-26,credit
51332,10443,194.31,2024-07-31,debit
51333,10084,7.91,2025-11-22,credit
51334,10262,41.35,2024-07-03,debit
51335,10147,355.86,2024-04-09,credit
51336,10441,291.14,2024-11-06,debit
51337,10453,86.35,2026-02-28,credit
51338,10387,94.58,2026-02-19,credit
51339,10257,152.52,2024-10-26,debit
51340,10058,0.05,2025-09-15,debit
51341,10380,55.22,2025-11-09,credit
51342,10422,46.7,2025-06-27,credit
51343,10015,57.67,2025-09-09,credit
51344,10162,327.88,2024-07-08,credit
51345,10445,65.61,2024-08-03,debit
51346,10163,42.52,2024-06-23,debit
51347,10320,140.34,2024-04-07,debit
51348,10497,401.45,2026-03-09,credit
51349,10281,55.24,2025-06-12,debit
51350,10280,16.36,2025-06-04,debit
51351,10012,88.14,2025-06-09,credit
51352,10274,275.39,2025-05-28,credit
51353,10271,160.01,2024-09-03,debit
51354,10492,339.43,2024-04-07,debit
51355,10208,641.75,2024-05-16,debit
51356,10027,314.68,2025-10-10,debit
51357,10072,185.17,2024-06-25,credit
51358,10060,135.98,2025-11-27,debit
51359,10430,8.18,2025-02-24,credit
51360,10473,831.1,2025-07-06,credit
51361,10145,96.73,2024-07-31,debit
51362,10093,33.03,2024-12-27,debit
51363,10309,219.75,2025-02-28,debit
51364,10008,66.9,2024-07-16,debit
51365,10079,176.27,2024-08-31,debit
51366,10027,176.75,2025-01-11,credit
51367,10174,118.02,2026-02-25,debit
51368,10050,361.72,2026-01-24,credit
51369,10500,61.57,2026-02-11,debit
51370,10199,119.07,2024-08-28,debit
51371,10387,154.3,2025-07-22,credit
51372,10349,217.91,2024-08-14,debit
51373,10448,306.47,2024-08-15,debit
51374,10428,100.44,2024-07-26,debit
51375,10181,207.72,2026-02-14,debit
51376,10024,32.65,2025-02-03,credit
51377,10316,539.56,2025-06-13,debit
51378,10378,96.6,2025-08-03,debit
51379,10387,261.51,2025-12-12,debit
51380,10404,4.11,2025-12-27,credit
51381,10046,45.93,2025-01-25,debit
51382,10015,133.53,2025-10-07,debit
51383,10153,421.16,2025-06-06,debit
51384,10222,149.84,2025-11-11,debit
51385,10206,531.48,2025-08-27,debit
51386,10455,132.25,2025-01-01,debit
51387,10273,134.85,2026-02-03,debit
51388,10382,25.51,2025-05-11,debit
51389,10236,324.56,2025-04-14,debit
51390,10340,56.73,2025-06-30,credit
51391,10228,459.74,2025-08-15,credit
51392,10009,483.43,2024-04-16,debit
51393,10166,574.03,2024-06-06,debit
51394,10432,146.89,2025-02-15,debit
51395,10444,226.08,2025-12-20,credit
51396,10319,301.48,2025-12-20,debit
51397,10214,28.09,2024-09-14,credit
51398,10117,183.74,2025-04-16,debit
51399,10386,6.98,2026-03-08,debit
51400,10344,137.66,2024-04-16,credit
51401,10072,33.65,2024-12-27,credit
51402,10395,40.4,2025-09-29,credit
51403,10064,90.84,2026-02-20,debit
51404,10205,113.28,2024-08-04,debit
51405,10209,195.19,2025-02-03,debit
51406,10072,15.47,2025-12-25,debit
51407,10277,140.11,2025-10-05,debit
51408,10274,40.33,2024-10-14,debit
51409,10478,170.65,2024-07-18,debit
51410,10320,202.89,2024-10-20,debit
51411,10338,162.71,2026-01-19,credit
51412,10366,268.11,2025-08-05,credit
51413,10495,81.78,2026-01-08,debit
51414,10095,289.72,2025-02-20,debit
51415,10166,113.4,2025-07-04,debit
51416,10032,132.4,2024-05-24,credit
51417,10011,208.88,2025-03-19,debit
51418,10301,3.71,2024-07-28,credit
51419,10217,212.26,2025-05-20,credit
51420,10289,192.77,2026-01-01,debit
51421,10102,74.17,2025-04-22,debit
51422,10425,17.94,2024-12-31,credit
51423,10392,19.07,2024-11-10,debit
51424,10267,513.37,2024-04-06,debit
51425,10214,233.77,2025-02-13,credit
51426,10179,27.19,2026-01-03,debit
51427,10088,88.24,2026-01-02,credit
51428,10041,179.53,2025-12-24,credit
51429,10401,361.06,2024-05-23,credit
51430,10076,8.93,2024-11-10,debit
51431,10377,54.0,2025-07-06,debit
51432,10046,441.0,2025-08-21,debit
51433,10160,1.84,2024-07-16,credit
51434,10463,44.98,2025-09-06,credit
51435,10080,638.95,2024-05-24,debit
51436,10310,190.07,2025-08-17,debit
51437,10086,60.67,2025-06-25,debit
51438,10092,13.87,2024-05-20,credit
51439,10148,5.72,2025-08-18,credit
51440,10161,56.14,2025-09-01,credit
51441,10202,426.54,2026-03-01,credit
51442,10424,107.54,2025-06-09,credit
51443,10416,254.83,2024-07-13,credit
51444,10242,500.9,2025-04-25,debit
51445,10353,104.86,2024-04-20,debit
51446,10002,42.46,2024-07-21,credit
51447,10225,145.6,2024-11-19,debit
51448,10289,477.38,2025-12-15,debit
51449,10233,326.31,2025-12-09,debit
51450,10461,13.62,2024-07-15,debit
51451,10414,235.9,2024-07-02,debit
51452,10417,169.68,2025-10-02,debit
51453,10077,476.03,2024-04-25,debit
51454,10116,26.13,2024-10-30,debit
51455,10154,152.73,2025-09-03,debit
51456,10406,423.16,2026-02-19,credit
51457,10103,105.53,2024-10-16,debit
51458,10194,131.55,2024-07-29,debit
51459,10166,14.61,2026-01-04,debit
51460,10359,65.19,2026-02-19,debit
51461,10090,78.46,2024-03-21,debit
51462,10174,580.53,2025-09-29,credit
51463,10122,66.44,2024-03-27,credit
51464,10498,123.56,2025-03-17,debit
51465,10143,222.52,2025-03-18,debit
51466,10482,35.39,2025-10-30,debit
51467,10106,133.28,2025-06-06,credit
51468,10375,268.29,2025-03-14,credit
51469,10428,403.26,2024-08-24,debit
51470,10305,196.84,2025-07-14,debit
51471,10360,221.16,2025-02-13,credit
51472,10459,27.0,2025-02-05,credit
51473,10317,582.93,2025-06-01,debit
51474,10451,28.45,2024-03-23,credit
51475,10123,298.04,2025-12-23,debit
51476,10390,61.53,2024-10-08,debit
51477,10009,542.39,2025-06-21,credit
51478,10262,254.56,2025-11-08,debit
51479,10073,280.33,2024-08-17,credit
51480,10359,49.45,2024-08-01,debit
51481,10223,117.05,2024-04-28,debit
51482,10416,192.37,2024-11-29,debit
51483,10041,293.91,2024-07-03,debit
51484,10370,21.95,2024-04-11,debit
51485,10204,655.97,2025-05-15,credit
51486,10264,441.86,2025-06-03,debit
51487,10328,63.04,2024-11-16,credit
51488,10178,346.05,2024-05-22,debit
51489,10348,146.1,2024-06-06,credit
51490,10318,123.91,2026-03-15,debit
51491,10084,75.5,2024-07-14,debit
51492,10318,173.96,2024-10-12,debit
51493,10111,261.78,2025-07-15,debit
51494,10251,105.84,2025-08-12,debit
51495,10383,198.43,2025-05-11,debit
51496,10007,240.34,2025-05-03,credit
51497,10459,248.35,2026-02-23,credit
51498,10084,10.67,2025-09-17,credit
51499,10208,392.86,2024-12-07,debit
51500,10388,122.59,2024-04-14,credit
51501,10390,60.88,2025-10-01,credit
51502,10314,55.35,2024-11-09,debit
51503,10022,131.95,2026-01-04,debit
51504,10410,435.78,2025-11-08,debit
51505,10383,95.07,2025-09-24,debit
51506,10003,277.04,2025-11-25,debit
51507,10127,20.37,2024-05-05,debit
51508,10297,129.27,2025-02-26,credit
51509,10188,957.97,2024-06-16,debit
51510,10362,294.32,2025-12-07,debit
51511,10014,47.28,2024-11-14,credit
51512,10459,139.21,2025-01-15,credit
51513,10466,53.22,2024-08-19,credit
51514,10012,105.38,2024-08-18,debit
51515,10087,302.9,2024-04-30,debit
51516,10012,295.0,2025-05-10,debit
51517,10397,51.78,2026-03-04,debit
51518,10025,510.78,2025-04-09,debit
51519,10301,179.58,2024-05-22,debit
51520,10243,95.58,2025-08-30,credit
51521,10122,139.41,2025-06-04,debit
51522,10147,185.81,2025-10-16,debit
51523,10055,164.15,2025-08-17,debit
51524,10238,133.26,2025-01-25,credit
51525,10356,140.61,2025-11-28,debit
51526,10173,38.82,2024-09-24,debit
51527,10392,335.04,2025-05-13,debit
51528,10221,156.07,2025-06-17,debit
51529,10119,28.1,2026-01-25,debit
51530,10309,290.62,2025-06-11,debit
51531,10183,538.96,2025-03-16,debit
51532,10288,588.65,2025-09-03,credit
51533,10307,92.1,2025-03-17,debit
51534,10300,29.12,2025-10-30,credit
51535,10082,146.13,2025-12-24,debit
51536,10454,23.89,2024-09-05,debit
51537,10402,543.58,2024-10-17,debit
51538,10211,40.57,2024-08-07,debit
51539,10150,58.28,2024-06-13,debit
51540,10037,104.39,2025-02-21,debit
51541,10352,96.63,2025-10-22,credit
51542,10312,316.62,2025-09-09,credit
51543,10361,121.88,2024-08-17,credit
51544,10059,37.45,2025-06-11,debit
51545,10131,62.18,2025-01-16,debit
51546,10412,142.31,2024-04-21,debit
51547,10202,31.91,2024-11-29,debit
51548,10243,189.17,2025-10-29,debit
51549,10035,166.83,2024-08-21,debit
51550,10445,250.84,2025-06-30,credit
51551,10093,555.17,2025-08-05,debit
51552,10438,486.66,2024-09-20,debit
51553,10447,584.03,2024-05-07,debit
51554,10207,56.13,2024-10-24,debit
51555,10353,28.21,2025-04-25,credit
51556,10391,71.99,2025-09-30,debit
51557,10332,450.92,2024-06-10,credit
51558,10305,715.49,2024-11-17,debit
51559,10350,392.26,2025-01-02,debit
51560,10213,23.31,2025-05-08,credit
51561,10159,589.11,2026-02-18,debit
51562,10442,110.11,2025-11-17,debit
51563,10445,1.87,2024-08-07,debit
51564,10024,116.82,2025-11-18,debit
51565,10404,9.43,2026-01-22,credit
51566,10293,157.0,2025-03-04,credit
51567,10004,82.67,2025-02-28,credit
51568,10220,128.28,2024-04-13,debit
51569,10364,189.95,2024-06-26,debit
51570,10382,406.21,2024-07-10,debit
51571,10020,216.88,2025-02-18,credit
51572,10444,113.85,2025-12-11,credit
51573,10152,342.32,2026-01-02,debit
51574,10050,472.01,2025-02-20,debit
51575,10177,25.51,2025-11-04,debit
51576,10435,151.83,2026-01-26,debit
51577,10096,66.96,2024-04-28,debit
51578,10105,9.64,2025-04-03,debit
51579,10420,220.85,2025-05-05,debit
51580,10250,397.22,2025-07-27,credit
51581,10117,35.56,2025-04-28,credit
51582,10354,334.7,2024-04-01,credit
51583,10228,384.0,2025-05-15,debit
51584,10066,491.47,2024-11-16,debit
51585,10335,61.65,2026-01-17,debit
51586,10418,468.58,2025-10-21,debit
51587,10420,77.33,2024-05-06,debit
51588,10262,160.74,2024-07-06,credit
51589,10295,10.37,2025-11-23,debit
51590,10426,8.97,2024-11-21,credit
51591,10243,254.86,2024-12-18,credit
51592,10371,117.57,2025-04-13,credit
51593,10186,59.22,2024-07-18,credit
51594,10246,42.25,2025-06-04,debit
51595,10125,221.7,2024-08-02,credit
51596,10268,0.08,2024-06-12,debit
51597,10131,327.87,2025-10-11,credit
51598,10237,16.51,2024-10-30,debit
51599,10018,42.51,2025-12-06,debit
51600,10040,97.63,2025-08-19,debit
51601,10021,132.66,2024-10-03,debit
51602,10399,87.7,2024-05-21,debit
51603,10225,77.34,2025-12-20,debit
51604,10355,664.38,2024-12-15,credit
51605,10282,205.21,2025-11-15,debit
51606,10008,4.74,2024-10-26,debit
51607,10100,112.49,2025-04-06,debit
51608,10240,415.9,2024-07-24,debit
51609,10478,71.75,2024-12-17,debit
51610,10087,19.87,2024-04-15,credit
51611,10298,284.08,2024-08-13,debit
51612,10428,186.29,2024-05-25,debit
51613,10014,168.94,2025-03-23,debit
51614,10334,11.01,2025-10-24,debit
51615,10002,30.28,2026-01-09,debit
51616,10375,194.86,2024-07-09,credit
51617,10293,46.59,2024-11-22,debit
51618,10325,140.26,2025-03-07,debit
51619,10422,157.44,2025-12-17,debit
51620,10493,66.68,2024-10-31,debit
51621,10041,592.94,2024-11-13,credit
51622,10318,369.62,2025-10-02,debit
51623,10316,256.3,2024-05-29,debit
51624,10381,16.24,2026-03-07,credit
51625,10111,22.44,2025-03-31,debit
51626,10014,135.76,2026-03-14,credit
51627,10231,35.04,2024-08-15,debit
51628,10473,765.77,2024-04-14,debit
51629,10084,34.52,2024-12-27,credit
51630,10130,133.68,2025-12-11,credit
51631,10231,90.55,2024-06-11,debit
51632,10326,203.99,2024-11-01,credit
51633,10145,27.63,2024-04-20,debit
51634,10379,112.53,2025-11-28,debit
51635,10345,64.24,2025-12-16,debit
51636,10028,437.41,2024-11-17,debit
51637,10066,8.29,2025-12-28,credit
51638,10163,490.05,2024-06-02,debit
51639,10229,357.95,2025-09-30,debit
51640,10261,70.64,2025-09-15,credit
51641,10449,311.46,2024-04-04,debit
51642,10424,6.34,2025-09-24,debit
51643,10460,681.44,2025-06-28,debit
51644,10440,149.56,2024-08-19,debit
51645,10164,72.27,2024-08-12,credit
51646,10301,90.07,2024-10-14,debit
51647,10407,13.74,2025-04-12,debit
51648,10303,908.43,2025-10-04,credit
51649,10287,8.02,2025-07-22,debit
51650,10395,212.79,2024-10-04,debit
51651,10010,116.94,2024-07-12,credit
51652,10195,594.86,2024-06-10,debit
51653,10118,56.47,2026-02-17,debit
51654,10270,151.89,2025-05-02,debit
51655,10080,131.69,2024-06-01,debit
51656,10458,242.71,2025-04-19,debit
51657,10093,14.09,2025-04-24,debit
51658,10266,43.08,2024-10-03,credit
51659,10332,48.3,2026-02-06,debit
51660,10350,268.0,2025-10-27,debit
51661,10361,41.93,2025-05-12,credit
51662,10257,170.42,2024-07-22,debit
51663,10133,48.48,2024-11-01,credit
51664,10276,395.56,2025-12-31,debit
51665,10264,570.1,2025-04-18,debit
51666,10171,146.17,2024-04-25,credit
51667,10460,86.87,2024-04-09,debit
51668,10001,53.33,2026-01-08,credit
51669,10313,10.21,2024-04-24,debit
51670,10064,62.53,2024-12-24,debit
51671,10374,212.4,2024-05-20,debit
51672,10468,152.55,2024-12-30,debit
51673,10284,576.63,2025-08-16,credit
51674,10121,100.93,2025-12-30,debit
51675,10107,236.74,2025-06-22,credit
51676,10421,134.4,2025-08-05,debit
51677,10175,143.72,2025-02-07,debit
51678,10485,62.33,2024-12-03,debit
51679,10204,121.38,2024-11-16,debit
51680,10165,127.27,2024-08-10,debit
51681,10305,245.27,2025-09-24,debit
51682,10497,564.83,2025-10-31,debit
51683,10120,79.89,2024-05-15,credit
51684,10044,8.62,2026-01-22,credit
51685,10312,137.15,2025-09-28,debit
51686,10156,157.25,2025-05-08,debit
51687,10367,36.89,2024-05-25,debit
51688,10207,285.81,2025-10-26,debit
51689,10390,839.0,2025-08-11,debit
51690,10108,582.92,2024-05-29,debit
51691,10251,43.91,2024-10-31,credit
51692,10445,416.47,2025-07-03,debit
51693,10404,243.81,2025-09-30,debit
51694,10370,120.97,2025-02-25,debit
51695,10334,155.57,2026-02-09,credit
51696,10130,378.89,2024-07-02,debit
51697,10457,130.84,2026-01-02,credit
51698,10293,93.43,2024-09-23,credit
51699,10020,135.95,2024-12-09,credit
51700,10282,173.09,2024-07-31,credit
51701,10285,41.92,2026-01-18,debit
51702,10001,462.34,2024-11-15,debit
51703,10119,224.29,2025-12-08,debit
51704,10035,200.63,2024-11-11,debit
51705,10198,20.96,2025-03-10,debit
51706,10485,185.36,2024-05-05,debit
51707,10245,25.79,2024-06-09,debit
51708,10059,16.39,2025-03-03,credit
51709,10325,149.86,2025-11-27,debit
51710,10161,103.1,2024-10-11,debit
51711,10497,177.74,2024-11-28,credit
51712,10179,18.69,2025-05-13,debit
51713,10206,112.77,2025-03-25,credit
51714,10012,38.42,2025-01-09,credit
51715,10490,870.11,2025-08-23,debit
51716,10276,164.72,2024-06-05,debit
51717,10181,232.59,2025-04-29,debit
51718,10242,78.73,2024-05-09,credit
51719,10216,19.91,2024-10-25,debit
51720,10251,744.87,2025-02-18,debit
51721,10299,67.45,2025-05-24,credit
51722,10126,110.26,2024-09-09,debit
51723,10482,209.89,2024-09-13,credit
51724,10217,5.0,2024-07-13,credit
51725,10306,332.42,2025-03-06,credit
51726,10285,153.82,2024-05-06,credit
51727,10185,65.21,2024-08-18,debit
51728,10039,12.72,2025-08-08,credit
51729,10223,35.47,2025-01-28,debit
51730,10184,450.82,2026-03-05,debit
51731,10495,231.69,2025-05-07,debit
51732,10427,57.51,2024-11-24,credit
51733,10178,13.57,2025-08-08,credit
51734,10407,234.63,2024-07-23,credit
51735,10428,169.92,2025-07-21,debit
51736,10294,103.68,2025-09-10,credit
51737,10340,90.39,2025-08-21,credit
51738,10151,48.88,2025-11-20,debit
51739,10384,221.5,2024-06-10,debit
51740,10126,705.82,2025-05-28,debit
51741,10301,38.65,2024-11-11,debit
51742,10308,181.82,2024-05-29,debit
51743,10336,110.39,2025-02-07,debit
51744,10434,118.37,2024-10-30,debit
51745,10234,58.65,2025-01-09,debit
51746,10380,348.75,2025-05-30,debit
51747,10375,132.82,2025-08-02,debit
51748,10008,156.79,2025-05-28,credit
51749,10498,72.7,2025-11-08,debit
51750,10341,40.13,2024-11-13,debit
51751,10129,17.97,2025-07-03,debit
51752,10264,250.44,2024-05-02,debit
51753,10157,43.69,2024-08-25,credit
51754,10352,234.29,2024-06-28,debit
51755,10358,98.98,2025-05-17,debit
51756,10005,107.49,2025-09-21,credit
51757,10495,126.67,2025-10-31,debit
51758,10086,91.68,2025-09-23,debit
51759,10175,21.21,2025-07-15,debit
51760,10290,74.11,2025-02-13,debit
51761,10193,217.97,2024-10-18,credit
51762,10311,219.19,2025-06-11,debit
51763,10119,67.44,2025-02-08,credit
51764,10218,123.28,2024-08-16,credit
51765,10427,43.0,2025-12-20,debit
51766,10458,47.24,2024-10-24,debit
51767,10414,4.66,2025-10-20,debit
51768,10114,454.11,2025-07-28,debit
51769,10466,47.32,2026-01-19,debit
51770,10145,51.63,2026-02-01,debit
51771,10026,65.59,2025-08-25,debit
51772,10136,27.26,2026-01-16,credit
51773,10303,203.92,2026-03-12,debit
51774,10232,15.62,2025-05-18,debit
51775,10369,28.82,2025-06-08,credit
51776,10076,206.99,2025-03-27,debit
51777,10475,83.0,2025-11-28,debit
51778,10328,246.16,2025-12-02,debit
51779,10345,163.03,2024-05-03,debit
51780,10302,59.15,2026-01-06,debit
51781,10452,210.44,2026-02-24,debit
51782,10289,24.72,2024-03-19,debit
51783,10001,153.75,2025-05-02,credit
51784,10147,114.95,2026-03-04,debit
51785,10287,62.36,2024-06-07,debit
51786,10464,185.27,2024-10-11,debit
51787,10142,410.11,2024-04-10,debit
51788,10053,1363.35,2025-01-28,debit
51789,10304,187.18,2025-05-24,credit
51790,10069,103.74,2025-06-19,debit
51791,10361,51.03,2025-08-21,debit
51792,10090,59.44,2025-01-09,debit
51793,10446,130.58,2025-01-31,debit
51794,10220,91.54,2024-08-20,debit
51795,10450,490.25,2024-07-23,debit
51796,10498,91.87,2024-06-28,debit
51797,10192,93.5,2025-04-29,debit
51798,10454,96.75,2025-11-25,debit
51799,10063,362.34,2024-12-07,debit
51800,10073,210.42,2025-01-17,debit
51801,10161,190.47,2024-10-15,credit
51802,10169,81.34,2025-12-16,debit
51803,10089,340.64,2024-06-18,credit
51804,10176,7.82,2024-03-27,debit
51805,10269,409.27,2025-07-05,debit
51806,10073,143.8,2024-07-02,debit
51807,10245,101.58,2025-12-25,debit
51808,10077,137.5,2025-07-12,debit
51809,10159,220.17,2026-03-01,debit
51810,10489,2.57,2024-06-26,credit
51811,10459,410.45,2024-06-27,debit
51812,10324,118.39,2025-10-29,debit
51813,10098,84.0,2025-12-07,debit
51814,10381,29.76,2026-01-01,credit
51815,10102,115.77,2025-08-09,credit
51816,10494,137.16,2026-01-28,debit
51817,10132,103.38,2025-06-17,credit
51818,10102,227.05,2025-02-14,debit
51819,10019,109.25,2025-01-23,debit
51820,10454,650.99,2025-11-08,debit
51821,10482,182.9,2024-12-25,credit
51822,10082,329.51,2024-08-31,credit
51823,10397,23.16,2025-01-23,credit
51824,10489,101.26,2024-03-24,debit
51825,10279,82.15,2025-03-18,credit
51826,10339,168.55,2025-09-04,debit
51827,10365,394.82,2025-08-21,debit
51828,10331,16.32,2024-10-01,debit
51829,10129,15.07,2026-01-25,debit
51830,10344,379.85,2025-05-14,debit
51831,10310,47.87,2024-04-12,debit
51832,10455,220.98,2024-04-15,credit
51833,10089,156.56,2025-03-07,debit
51834,10213,357.82,2024-12-13,debit
51835,10143,26.73,2025-05-17,credit
51836,10065,27.8,2026-02-20,debit
51837,10076,162.76,2024-05-16,debit
51838,10199,585.16,2025-09-03,debit
51839,10143,107.23,2025-04-07,debit
51840,10405,79.18,2025-12-07,debit
51841,10403,186.63,2025-09-18,debit
51842,10316,533.14,2024-10-09,credit
51843,10093,362.71,2025-03-31,debit
51844,10473,1080.01,2025-04-05,debit
51845,10417,4.57,2025-06-07,debit
51846,10305,23.95,2024-09-14,debit
51847,10224,188.05,2025-06-23,debit
51848,10497,343.6,2025-07-17,credit
51849,10291,67.16,2025-07-20,credit
51850,10428,54.68,2025-08-01,debit
51851,10102,309.27,2025-04-17,credit
51852,10474,11.61,2025-05-16,debit
51853,10267,92.21,2025-06-10,debit
51854,10355,140.97,2026-01-08,debit
51855,10456,164.35,2025-04-14,debit
51856,10110,260.84,2024-03-26,credit
51857,10462,87.65,2025-02-13,debit
51858,10330,189.7,2026-01-10,debit
51859,10450,176.08,2025-05-12,credit
51860,10430,158.64,2024-11-16,credit
51861,10265,204.6,2024-12-01,credit
51862,10003,60.07,2026-03-03,debit
51863,10085,17.69,2024-10-20,debit
51864,10282,25.4,2024-07-19,debit
51865,10328,50.87,2025-08-09,debit
51866,10304,138.71,2025-05-29,credit
51867,10450,367.07,2024-10-27,credit
51868,10454,241.66,2025-10-13,credit
51869,10412,311.22,2024-09-25,debit
51870,10117,86.46,2025-06-22,credit
51871,10221,103.72,2025-05-15,credit
51872,10154,100.07,2025-05-11,debit
51873,10153,42.61,2025-07-11,debit
51874,10012,12.63,2024-10-18,credit
51875,10133,178.77,2025-09-09,debit
51876,10482,905.95,2024-04-07,credit
51877,10304,36.5,2025-03-08,debit
51878,10293,9.56,2024-06-19,credit
51879,10463,302.4,2024-05-14,credit
51880,10300,58.23,2025-10-12,debit
51881,10228,353.97,2024-09-19,credit
51882,10271,243.44,2025-06-12,debit
51883,10043,582.55,2024-10-06,debit
51884,10432,105.16,2024-09-22,debit
51885,10343,216.92,2025-09-11,debit
51886,10326,125.04,2025-06-03,credit
51887,10302,199.17,2026-01-13,credit
51888,10498,119.42,2025-09-10,debit
51889,10364,41.81,2025-07-13,debit
51890,10379,141.81,2024-12-14,debit
51891,10427,150.4,2024-07-25,debit
51892,10493,332.78,2025-10-12,credit
51893,10021,266.0,2024-09-07,debit
51894,10407,218.0,2024-07-29,debit
51895,10107,24.07,2025-04-08,debit
51896,10336,255.03,2024-04-12,debit
51897,10303,138.75,2026-03-08,credit
51898,10117,449.05,2026-02-24,debit
51899,10124,504.82,2025-05-28,debit
51900,10399,11.35,2025-11-09,credit
51901,10281,343.67,2025-11-21,credit
51902,10292,7.69,2025-09-20,credit
51903,10203,91.51,2025-01-14,credit
51904,10051,156.31,2024-12-24,credit
51905,10271,32.06,2025-07-14,debit
51906,10324,274.33,2025-08-31,debit
51907,10277,1.68,2024-07-19,debit
51908,10141,36.93,2025-05-15,credit
51909,10470,173.88,2025-11-24,debit
51910,10275,250.62,2024-04-27,debit
51911,10290,496.92,2024-09-28,debit
51912,10334,244.49,2025-11-08,credit
51913,10381,222.81,2024-04-26,debit
51914,10452,100.29,2025-02-21,debit
51915,10496,0.26,2025-03-02,debit
51916,10373,25.6,2025-03-02,credit
51917,10052,152.95,2026-02-10,debit
51918,10494,224.87,2026-01-22,debit
51919,10027,108.07,2024-09-05,debit
51920,10157,262.37,2025-07-31,debit
51921,10239,147.57,2024-12-29,debit
51922,10156,15.41,2024-09-26,debit
51923,10291,42.64,2025-04-10,debit
51924,10136,366.51,2025-01-30,credit
51925,10144,258.13,2024-10-16,debit
51926,10106,450.31,2025-10-22,debit
51927,10420,25.01,2024-12-23,credit
51928,10158,925.53,2024-11-04,credit
51929,10146,46.99,2025-04-10,debit
51930,10002,2.37,2026-02-15,debit
51931,10433,1192.22,2024-05-29,credit
51932,10077,66.0,2025-04-11,credit
51933,10132,220.54,2024-12-02,debit
51934,10090,38.88,2025-11-26,debit
51935,10345,173.61,2025-06-08,debit
51936,10350,468.75,2025-07-08,debit
51937,10459,77.19,2024-10-04,debit
51938,10263,221.89,2024-10-02,debit
51939,10351,41.63,2025-10-26,debit
51940,10108,196.06,2024-09-21,debit
51941,10074,82.03,2025-05-20,debit
51942,10039,47.45,2025-02-19,debit
51943,10397,75.14,2025-07-25,debit
51944,10159,39.41,2024-09-11,debit
51945,10071,464.39,2025-07-23,credit
51946,10447,101.23,2025-10-03,debit
51947,10312,56.28,2025-04-03,credit
51948,10241,118.99,2025-07-27,debit
51949,10426,77.29,2026-03-15,debit
51950,10445,272.84,2024-11-03,debit
51951,10298,709.61,2024-03-26,credit
51952,10440,115.26,2024-03-25,debit
51953,10036,394.7,2024-05-07,debit
51954,10084,166.88,2025-01-13,debit
51955,10452,34.21,2025-04-06,credit
51956,10374,234.64,2025-08-02,credit
51957,10263,144.08,2024-11-30,debit
51958,10310,210.31,2025-08-31,debit
51959,10385,440.89,2024-09-19,debit
